EMP_NO,SWIPE_DATE,TIME_OF_SWIPE,IN_OUT_STATUS
29451,01-01-16,01-01-16 17:03,OUT
28281,01-01-16,01-01-16 8:51,IN
26107,01-01-16,01-01-16 9:51,IN
29652,01-01-16,01-01-16 10:01,IN
21338,01-01-16,01-01-16 9:55,IN
31298,01-01-16,01-01-16 10:01,IN
14553,01-01-16,01-01-16 10:11,IN
28108,01-01-16,01-01-16 10:13,IN
26264,01-01-16,01-01-16 9:34,IN
31366,01-01-16,01-01-16 12:43,OUT
28315,01-01-16,01-01-16 14:42,IN
25390,01-01-16,01-01-16 8:54,IN
31081,01-01-16,01-01-16 9:07,IN
29624,01-01-16,01-01-16 9:16,IN
17790,01-01-16,01-01-16 9:17,IN
33588,01-01-16,01-01-16 9:19,IN
31753,01-01-16,01-01-16 9:22,IN
20737,01-01-16,01-01-16 9:36,IN
26971,01-01-16,01-01-16 9:41,IN
33588,01-01-16,01-01-16 17:43,OUT
14553,01-01-16,01-01-16 18:05,OUT
26971,01-01-16,01-01-16 18:06,OUT
25390,01-01-16,01-01-16 17:15,OUT
25128,01-01-16,01-01-16 7:26,IN
30813,01-01-16,01-01-16 9:54,IN
33069,01-01-16,01-01-16 9:54,IN
28300,01-01-16,01-01-16 9:54,IN
31753,01-01-16,01-01-16 17:27,OUT
20750,01-01-16,01-01-16 17:27,OUT
18358,01-01-16,01-01-16 17:30,OUT
29878,01-01-16,01-01-16 7:56,IN
23435,01-01-16,01-01-16 10:03,IN
26264,01-01-16,01-01-16 17:36,OUT
21272,01-01-16,01-01-16 8:02,IN
21392,01-01-16,01-01-16 8:03,IN
24960,01-01-16,01-01-16 8:03,IN
29924,01-01-16,01-01-16 8:04,IN
25827,01-01-16,01-01-16 17:36,OUT
17790,01-01-16,01-01-16 17:39,OUT
23438,01-01-16,01-01-16 17:42,OUT
32735,01-01-16,01-01-16 17:42,OUT
29382,01-01-16,01-01-16 8:12,IN
17443,01-01-16,01-01-16 8:13,IN
25390,01-01-16,01-01-16 11:44,IN
21273,01-01-16,01-01-16 11:50,IN
23092,01-01-16,01-01-16 12:08,IN
25128,01-01-16,01-01-16 8:22,OUT
28332,01-01-16,01-01-16 8:23,IN
22976,01-01-16,01-01-16 8:23,IN
30327,01-01-16,01-01-16 8:26,IN
29379,01-01-16,01-01-16 8:31,IN
21330,01-01-16,01-01-16 16:15,IN
23092,01-01-16,01-01-16 16:17,OUT
25370,01-01-16,01-01-16 9:03,IN
25491,01-01-16,01-01-16 9:05,IN
29878,01-01-16,01-01-16 16:26,OUT
29382,01-01-16,01-01-16 16:30,OUT
27179,01-01-16,01-01-16 16:31,OUT
17443,01-01-16,01-01-16 16:31,OUT
19266,01-01-16,01-01-16 9:17,IN
30483,01-01-16,01-01-16 9:20,IN
26973,01-01-16,01-01-16 16:33,OUT
27042,01-01-16,01-01-16 16:33,OUT
29924,01-01-16,01-01-16 16:33,OUT
21272,01-01-16,01-01-16 16:33,OUT
21272,01-01-16,01-01-16 16:33,OUT
21273,01-01-16,01-01-16 16:34,OUT
31366,01-01-16,01-01-16 9:22,IN
21341,01-01-16,01-01-16 9:29,IN
17724,01-01-16,01-01-16 9:29,IN
26860,01-01-16,01-01-16 9:34,IN
28279,01-01-16,01-01-16 9:36,IN
18568,01-01-16,01-01-16 16:51,OUT
29379,01-01-16,01-01-16 16:58,OUT
29922,01-01-16,01-01-16 17:03,OUT
28998,01-01-16,01-01-16 16:32,OUT
16513,01-01-16,01-01-16 17:20,OUT
27118,01-01-16,01-01-16 17:22,OUT
28253,01-01-16,01-01-16 17:38,OUT
21805,01-01-16,01-01-16 17:47,OUT
16265,01-01-16,01-01-16 18:04,OUT
24323,01-01-16,01-01-16 18:04,OUT
17955,01-01-16,01-01-16 9:59,IN
25388,01-01-16,01-01-16 18:12,OUT
26847,01-01-16,01-01-16 10:05,IN
26847,01-01-16,01-01-16 18:12,OUT
31292,01-01-16,01-01-16 10:39,IN
30346,01-01-16,01-01-16 16:18,OUT
31878,01-01-16,01-01-16 9:47,IN
24661,01-01-16,01-01-16 9:47,IN
12511,01-01-16,01-01-16 9:55,IN
30183,01-01-16,01-01-16 7:50,IN
30346,01-01-16,01-01-16 8:06,IN
24596,01-01-16,01-01-16 8:06,IN
24682,01-01-16,01-01-16 8:15,IN
24371,01-01-16,01-01-16 8:53,IN
13739,01-01-16,01-01-16 9:21,IN
33075,01-01-16,01-01-16 9:29,IN
16265,01-01-16,01-01-16 9:30,IN
32368,01-01-16,01-01-16 8:01,IN
28374,01-01-16,01-01-16 8:04,IN
24596,01-01-16,01-01-16 8:06,IN
15205,01-01-16,01-01-16 8:13,IN
28134,01-01-16,01-01-16 8:13,IN
16513,01-01-16,01-01-16 8:36,IN
22994,01-01-16,01-01-16 8:05,IN
12734,01-01-16,01-01-16 8:10,IN
24957,01-01-16,01-01-16 8:46,IN
21805,01-01-16,01-01-16 8:52,IN
21065,01-01-16,01-01-16 8:43,IN
25610,01-01-16,01-01-16 8:59,IN
21250,01-01-16,01-01-16 9:06,IN
16077,01-01-16,01-01-16 9:19,IN
21658,01-01-16,01-01-16 9:11,IN
29383,01-01-16,01-01-16 9:12,IN
27118,01-01-16,01-01-16 9:20,IN
21835,01-01-16,01-01-16 9:41,IN
30322,01-01-16,01-01-16 9:29,IN
24371,01-01-16,01-01-16 18:02,OUT
23435,01-01-16,01-01-16 18:16,OUT
25370,01-01-16,01-01-16 18:07,OUT
19769,01-01-16,01-01-16 18:09,OUT
33069,01-01-16,01-01-16 18:15,OUT
21330,01-01-16,01-01-16 18:24,OUT
21903,01-01-16,01-01-16 18:26,OUT
29168,01-01-16,01-01-16 17:59,OUT
10315,01-01-16,01-01-16 17:48,OUT
21392,01-01-16,01-01-16 16:17,OUT
24960,01-01-16,01-01-16 16:17,OUT
20791,01-01-16,01-01-16 16:20,OUT
25489,01-01-16,01-01-16 16:15,IN
30184,01-01-16,01-01-16 16:16,OUT
31082,01-01-16,01-01-16 16:16,OUT
31082,01-01-16,01-01-16 8:14,IN
30184,01-01-16,01-01-16 8:14,IN
27179,01-01-16,01-01-16 8:27,IN
29451,01-01-16,01-01-16 8:41,IN
18358,01-01-16,01-01-16 8:42,IN
29922,01-01-16,01-01-16 8:46,IN
20659,01-01-16,01-01-16 8:16,IN
21566,01-01-16,01-01-16 8:27,IN
23586,01-01-16,01-01-16 16:32,OUT
21546,01-01-16,01-01-16 16:32,OUT
22927,01-01-16,01-01-16 16:32,OUT
20659,01-01-16,01-01-16 16:38,OUT
28939,01-01-16,01-01-16 18:27,OUT
14144,01-01-16,01-01-16 15:19,OUT
11847,01-01-16,01-01-16 18:27,OUT
27903,01-01-16,01-01-16 17:17,OUT
21546,01-01-16,01-01-16 7:57,IN
16829,01-01-16,01-01-16 8:09,IN
31232,01-01-16,01-01-16 8:16,IN
27903,01-01-16,01-01-16 8:27,IN
25717,01-01-16,01-01-16 15:31,OUT
25743,01-01-16,01-01-16 16:53,OUT
27063,01-01-16,01-01-16 18:00,OUT
21580,01-01-16,01-01-16 18:18,OUT
19245,01-01-16,01-01-16 18:54,OUT
18774,01-01-16,01-01-16 17:59,OUT
26834,01-01-16,01-01-16 18:14,OUT
21893,01-01-16,01-01-16 18:55,OUT
14541,01-01-16,01-01-16 9:51,IN
27063,01-01-16,01-01-16 9:51,IN
25743,01-01-16,01-01-16 8:37,IN
28440,01-01-16,01-01-16 9:47,IN
18774,01-01-16,01-01-16 9:48,IN
21580,01-01-16,01-01-16 9:27,IN
17091,01-01-16,01-01-16 9:46,IN
24249,01-01-16,01-01-16 9:43,IN
15682,01-01-16,01-01-16 8:27,IN
31394,01-01-16,01-01-16 8:27,IN
25743,01-01-16,01-01-16 16:53,OUT
14523,01-01-16,01-01-16 10:06,IN
30868,01-01-16,01-01-16 9:56,IN
24207,01-01-16,01-01-16 10:02,IN
26834,01-01-16,01-01-16 10:11,IN
15682,01-01-16,01-01-16 16:50,OUT
17193,01-01-16,01-01-16 18:35,OUT
14541,01-01-16,01-01-16 18:00,OUT
30183,01-01-16,01-01-16 16:18,OUT
31370,01-01-16,01-01-16 16:20,OUT
12734,01-01-16,01-01-16 16:23,OUT
21594,01-01-16,01-01-16 13:14,IN
15205,01-01-16,01-01-16 16:19,OUT
29381,01-01-16,01-01-16 16:23,OUT
30032,01-01-16,01-01-16 18:38,OUT
21065,01-01-16,01-01-16 18:02,OUT
29383,01-01-16,01-01-16 17:25,OUT
21658,01-01-16,01-01-16 17:25,OUT
32368,01-01-16,01-01-16 17:35,OUT
30057,01-01-16,01-01-16 17:48,OUT
21492,01-01-16,01-01-16 17:53,OUT
28374,01-01-16,01-01-16 17:56,OUT
24957,01-01-16,01-01-16 17:57,OUT
21810,01-01-16,01-01-16 18:09,OUT
23180,01-01-16,01-01-16 9:57,IN
21335,01-01-16,01-01-16 9:58,IN
21810,01-01-16,01-01-16 9:59,IN
13739,01-01-16,01-01-16 17:37,OUT
21492,01-01-16,01-01-16 10:18,IN
24662,01-01-16,01-01-16 10:27,IN
31006,01-01-16,01-01-16 16:24,OUT
24596,01-01-16,01-01-16 16:24,OUT
26841,01-01-16,01-01-16 17:23,OUT
21907,01-01-16,01-01-16 17:24,OUT
21110,01-01-16,01-01-16 9:57,IN
30052,01-01-16,01-01-16 17:50,OUT
28285,01-01-16,01-01-16 10:06,IN
28784,01-01-16,01-01-16 10:06,IN
26966,01-01-16,01-01-16 16:36,OUT
30823,01-01-16,01-01-16 16:36,OUT
30053,01-01-16,01-01-16 17:53,OUT
23440,01-01-16,01-01-16 17:54,OUT
28005,01-01-16,01-01-16 7:36,IN
31086,01-01-16,01-01-16 8:10,IN
31671,01-01-16,01-01-16 9:03,IN
23336,01-01-16,01-01-16 9:16,IN
29629,01-01-16,01-01-16 9:16,IN
19657,01-01-16,01-01-16 8:17,IN
23440,01-01-16,01-01-16 8:29,IN
26103,01-01-16,01-01-16 9:23,IN
29171,01-01-16,01-01-16 9:25,IN
15672,01-01-16,01-01-16 8:45,IN
20884,01-01-16,01-01-16 9:51,IN
31856,01-01-16,01-01-16 8:59,IN
25481,01-01-16,01-01-16 16:05,OUT
11702,01-01-16,01-01-16 9:10,IN
26841,01-01-16,01-01-16 9:19,IN
21334,01-01-16,01-01-16 16:32,OUT
28278,01-01-16,01-01-16 16:36,OUT
29104,01-01-16,01-01-16 9:22,IN
25492,01-01-16,01-01-16 9:25,IN
20884,01-01-16,01-01-16 18:11,OUT
28005,01-01-16,01-01-16 16:36,OUT
31086,01-01-16,01-01-16 16:36,OUT
33072,01-01-16,01-01-16 10:16,IN
31369,01-01-16,01-01-16 16:53,OUT
30881,01-01-16,01-01-16 8:13,IN
30156,01-01-16,01-01-16 10:28,IN
29103,01-01-16,01-01-16 17:15,OUT
28784,01-01-16,01-01-16 18:16,OUT
32385,01-01-16,01-01-16 8:20,IN
23336,01-01-16,01-01-16 17:27,OUT
28785,01-01-16,01-01-16 17:28,OUT
26103,01-01-16,01-01-16 17:35,OUT
17870,01-01-16,01-01-16 9:18,IN
29104,01-01-16,01-01-16 17:56,OUT
16939,01-01-16,01-01-16 16:31,OUT
28646,01-01-16,01-01-16 15:06,OUT
14171,01-01-16,01-01-16 16:31,OUT
18128,01-01-16,01-01-16 16:31,OUT
13214,01-01-16,01-01-16 16:31,OUT
26496,01-01-16,01-01-16 16:31,OUT
28906,01-01-16,01-01-16 16:31,OUT
11875,01-01-16,01-01-16 16:32,OUT
17776,01-01-16,01-01-16 16:38,OUT
14171,01-01-16,01-01-16 7:33,IN
13214,01-01-16,01-01-16 7:33,IN
17776,01-01-16,01-01-16 8:01,IN
16939,01-01-16,01-01-16 8:10,IN
28906,01-01-16,01-01-16 8:12,IN
26496,01-01-16,01-01-16 8:16,IN
31232,01-01-16,01-01-16 8:16,IN
23895,01-01-16,01-01-16 9:25,IN
11847,01-01-16,01-01-16 9:46,IN
28939,01-01-16,01-01-16 10:02,IN
18128,01-01-16,01-01-16 8:08,IN
18573,01-01-16,01-01-16 9:55,IN
28330,01-01-16,01-01-16 9:57,IN
13950,01-01-16,01-01-16 10:01,IN
15206,01-01-16,01-01-16 10:07,IN
21998,01-01-16,01-01-16 12:24,IN
30017,01-01-16,01-01-16 18:41,OUT
23003,01-01-16,01-01-16 16:33,OUT
29647,01-01-16,01-01-16 8:13,IN
30185,01-01-16,01-01-16 8:29,IN
29141,01-01-16,01-01-16 8:36,IN
25476,01-01-16,01-01-16 8:38,IN
18516,01-01-16,01-01-16 8:55,IN
17135,01-01-16,01-01-16 9:06,IN
13950,01-01-16,01-01-16 18:09,OUT
28330,01-01-16,01-01-16 18:09,OUT
33068,01-01-16,01-01-16 18:09,OUT
21666,01-01-16,01-01-16 18:09,OUT
27452,01-01-16,01-01-16 18:09,OUT
30016,01-01-16,01-01-16 18:10,OUT
33065,01-01-16,01-01-16 18:12,OUT
30016,01-01-16,01-01-16 18:12,OUT
28761,01-01-16,01-01-16 9:28,IN
27452,01-01-16,01-01-16 9:35,IN
18573,01-01-16,01-01-16 18:15,OUT
21998,01-01-16,01-01-16 18:18,OUT
21998,01-01-16,01-01-16 18:18,OUT
20982,01-01-16,01-01-16 7:45,IN
25476,01-01-16,01-01-16 8:37,IN
30439,01-01-16,01-01-16 12:31,IN
29647,01-01-16,01-01-16 16:22,OUT
30185,01-01-16,01-01-16 16:29,OUT
20982,01-01-16,01-01-16 16:29,OUT
29647,01-01-16,01-01-16 16:23,OUT
25476,01-01-16,01-01-16 16:41,OUT
29141,01-01-16,01-01-16 17:01,OUT
21666,01-01-16,01-01-16 9:35,IN
30016,01-01-16,01-01-16 9:51,IN
32130,01-01-16,01-01-16 16:37,OUT
17135,01-01-16,01-01-16 17:09,OUT
29643,01-01-16,01-01-16 18:04,OUT
18573,01-01-16,01-01-16 9:56,IN
23003,01-01-16,01-01-16 8:04,IN
31856,01-01-16,01-01-16 18:20,OUT
28285,01-01-16,01-01-16 18:29,OUT
17870,01-01-16,01-01-16 18:51,OUT
14272,01-01-16,01-01-16 17:59,OUT
30053,01-01-16,01-01-16 9:27,IN
30052,01-01-16,01-01-16 9:28,IN
31709,01-01-16,01-01-16 15:01,IN
25309,01-01-16,01-01-16 18:01,OUT
31671,01-01-16,01-01-16 18:03,OUT
21110,01-01-16,01-01-16 18:04,OUT
29103,01-01-16,01-01-16 9:42,IN
25309,01-01-16,01-01-16 9:44,IN
28144,01-01-16,01-01-16 16:05,OUT
19657,01-01-16,01-01-16 16:20,OUT
32363,01-01-16,01-01-16 9:54,IN
14272,01-01-16,01-01-16 9:57,IN
25493,01-01-16,01-01-16 9:58,IN
31086,01-01-16,01-01-16 9:30,IN
29996,01-01-16,01-01-16 9:34,IN
26103,01-01-16,01-01-16 12:49,IN
15672,01-01-16,01-01-16 16:57,OUT
31139,01-01-16,01-01-16 17:19,OUT
12974,01-01-16,01-01-16 9:00,IN
17133,01-01-16,01-01-16 9:14,IN
30094,01-01-16,01-01-16 9:29,IN
18099,01-01-16,01-01-16 7:59,IN
25832,01-01-16,01-01-16 8:00,IN
32930,01-01-16,01-01-16 8:01,IN
26688,01-01-16,01-01-16 8:08,IN
24694,01-01-16,01-01-16 8:09,IN
19559,01-01-16,01-01-16 8:13,IN
19348,01-01-16,01-01-16 8:13,IN
18332,01-01-16,01-01-16 8:14,IN
24680,01-01-16,01-01-16 8:16,IN
21202,01-01-16,01-01-16 8:20,IN
14660,01-01-16,01-01-16 8:26,IN
15344,01-01-16,01-01-16 8:27,IN
21809,01-01-16,01-01-16 8:38,IN
28910,01-01-16,01-01-16 17:15,OUT
15202,01-01-16,01-01-16 17:15,OUT
31697,01-01-16,01-01-16 18:35,OUT
29200,01-01-16,01-01-16 18:35,OUT
27993,01-01-16,01-01-16 18:35,OUT
23322,01-01-16,01-01-16 17:32,OUT
25835,01-01-16,01-01-16 17:44,OUT
26688,01-01-16,01-01-16 16:16,OUT
16622,01-01-16,01-01-16 16:16,OUT
32279,01-01-16,01-01-16 16:21,OUT
30293,01-01-16,01-01-16 18:03,OUT
25465,01-01-16,01-01-16 15:20,IN
21855,01-01-16,01-01-16 7:50,IN
15454,01-01-16,01-01-16 7:53,IN
24229,01-01-16,01-01-16 10:30,IN
25721,01-01-16,01-01-16 7:59,IN
24688,01-01-16,01-01-16 8:07,IN
24271,01-01-16,01-01-16 8:07,IN
27227,01-01-16,01-01-16 8:07,IN
27312,01-01-16,01-01-16 8:07,IN
25749,01-01-16,01-01-16 8:08,IN
23672,01-01-16,01-01-16 8:09,IN
15945,01-01-16,01-01-16 9:43,IN
23211,01-01-16,01-01-16 8:19,IN
23774,01-01-16,01-01-16 8:20,IN
18333,01-01-16,01-01-16 8:20,IN
25669,01-01-16,01-01-16 8:20,IN
19113,01-01-16,01-01-16 8:20,IN
23840,01-01-16,01-01-16 8:21,IN
16041,01-01-16,01-01-16 8:26,IN
25725,01-01-16,01-01-16 8:31,IN
14034,01-01-16,01-01-16 8:36,IN
23333,01-01-16,01-01-16 8:38,IN
15202,01-01-16,01-01-16 9:05,IN
27478,01-01-16,01-01-16 10:05,IN
23322,01-01-16,01-01-16 9:11,IN
18516,01-01-16,01-01-16 18:46,OUT
29647,01-01-16,01-01-16 8:15,IN
29700,01-01-16,01-01-16 8:17,IN
28338,01-01-16,01-01-16 8:27,IN
29141,01-01-16,01-01-16 8:37,IN
18516,01-01-16,01-01-16 8:56,IN
30439,01-01-16,01-01-16 8:59,IN
30016,01-01-16,01-01-16 9:50,IN
29643,01-01-16,01-01-16 9:52,IN
30017,01-01-16,01-01-16 10:08,IN
15206,01-01-16,01-01-16 18:55,OUT
15206,01-01-16,01-01-16 18:57,OUT
27312,01-01-16,01-01-16 16:23,OUT
26933,01-01-16,01-01-16 18:07,OUT
30697,01-01-16,01-01-16 18:33,OUT
23672,01-01-16,01-01-16 16:25,OUT
29742,01-01-16,01-01-16 16:31,OUT
26905,01-01-16,01-01-16 18:07,OUT
21202,01-01-16,01-01-16 16:13,OUT
23840,01-01-16,01-01-16 16:14,OUT
27227,01-01-16,01-01-16 16:16,OUT
19113,01-01-16,01-01-16 16:28,OUT
25832,01-01-16,01-01-16 16:31,OUT
24694,01-01-16,01-01-16 16:34,OUT
25725,01-01-16,01-01-16 16:37,OUT
18091,01-01-16,01-01-16 16:39,OUT
16428,01-01-16,01-01-16 16:39,OUT
14034,01-01-16,01-01-16 16:55,OUT
12974,01-01-16,01-01-16 18:57,OUT
12974,01-01-16,01-01-16 18:58,OUT
15945,01-01-16,01-01-16 12:07,OUT
21809,01-01-16,01-01-16 16:51,OUT
13196,01-01-16,01-01-16 17:20,OUT
18333,01-01-16,01-01-16 16:14,OUT
19348,01-01-16,01-01-16 16:16,OUT
23211,01-01-16,01-01-16 16:21,OUT
20712,01-01-16,01-01-16 16:29,OUT
23226,01-01-16,01-01-16 17:36,OUT
32717,01-01-16,01-01-16 15:43,OUT
24271,01-01-16,01-01-16 15:58,OUT
25302,01-01-16,01-01-16 17:59,OUT
16191,01-01-16,01-01-16 18:02,OUT
25669,01-01-16,01-01-16 16:14,OUT
23774,01-01-16,01-01-16 16:14,OUT
23346,01-01-16,01-01-16 16:15,OUT
27311,01-01-16,01-01-16 18:02,OUT
11093,01-01-16,01-01-16 18:04,OUT
32930,01-01-16,01-01-16 16:16,OUT
18332,01-01-16,01-01-16 16:16,OUT
31807,01-01-16,01-01-16 16:17,OUT
19559,01-01-16,01-01-16 16:21,OUT
24680,01-01-16,01-01-16 16:21,OUT
22920,01-01-16,01-01-16 10:09,IN
21615,01-01-16,01-01-16 9:20,IN
11093,01-01-16,01-01-16 9:22,IN
30093,01-01-16,01-01-16 10:17,IN
13196,01-01-16,01-01-16 8:52,IN
31807,01-01-16,01-01-16 8:01,IN
32717,01-01-16,01-01-16 8:03,IN
24670,01-01-16,01-01-16 8:08,IN
32279,01-01-16,01-01-16 8:10,IN
15945,01-01-16,01-01-16 9:43,IN
21321,01-01-16,01-01-16 9:47,IN
25936,01-01-16,01-01-16 9:56,IN
17981,01-01-16,01-01-16 9:57,IN
16622,01-01-16,01-01-16 8:21,IN
23346,01-01-16,01-01-16 8:21,IN
16041,01-01-16,01-01-16 8:26,IN
16428,01-01-16,01-01-16 8:27,IN
23405,01-01-16,01-01-16 9:16,IN
15534,01-01-16,01-01-16 9:18,IN
18033,01-01-16,01-01-16 9:57,IN
31018,01-01-16,01-01-16 9:58,IN
25465,01-01-16,01-01-16 10:04,IN
23285,01-01-16,01-01-16 10:10,IN
30293,01-01-16,01-01-16 10:10,IN
30327,04-01-16,04-01-16 17:15,OUT
25390,04-01-16,04-01-16 8:49,IN
28300,04-01-16,04-01-16 8:54,IN
31081,04-01-16,04-01-16 9:00,IN
32374,04-01-16,04-01-16 8:29,IN
25370,04-01-16,04-01-16 9:09,IN
29168,04-01-16,04-01-16 9:42,IN
30483,04-01-16,04-01-16 9:27,IN
30813,04-01-16,04-01-16 10:01,IN
28107,04-01-16,04-01-16 10:15,IN
31298,04-01-16,04-01-16 10:36,IN
31870,04-01-16,04-01-16 16:31,OUT
26973,04-01-16,04-01-16 16:33,OUT
27042,04-01-16,04-01-16 16:34,OUT
29924,04-01-16,04-01-16 16:34,OUT
29451,04-01-16,04-01-16 16:34,OUT
29922,04-01-16,04-01-16 16:34,OUT
14553,04-01-16,04-01-16 18:10,OUT
29451,04-01-16,04-01-16 8:17,IN
17724,04-01-16,04-01-16 9:55,IN
25390,04-01-16,04-01-16 17:12,OUT
33293,04-01-16,04-01-16 17:27,OUT
28108,04-01-16,04-01-16 10:02,IN
31366,04-01-16,04-01-16 10:02,IN
26264,04-01-16,04-01-16 17:33,OUT
27514,04-01-16,04-01-16 9:34,IN
21339,04-01-16,04-01-16 17:30,OUT
21330,04-01-16,04-01-16 9:38,IN
27041,04-01-16,04-01-16 9:43,IN
25827,04-01-16,04-01-16 17:39,OUT
32735,04-01-16,04-01-16 17:40,OUT
33588,04-01-16,04-01-16 17:46,OUT
21330,04-01-16,04-01-16 17:52,OUT
17724,04-01-16,04-01-16 17:55,OUT
16965,04-01-16,04-01-16 10:03,IN
23435,04-01-16,04-01-16 10:04,IN
26107,04-01-16,04-01-16 18:08,OUT
33069,04-01-16,04-01-16 18:13,OUT
33069,04-01-16,04-01-16 18:13,OUT
25390,04-01-16,04-01-16 11:52,IN
30813,04-01-16,04-01-16 18:19,OUT
29924,04-01-16,04-01-16 7:59,IN
33069,04-01-16,04-01-16 10:10,IN
23438,04-01-16,04-01-16 17:46,OUT
21903,04-01-16,04-01-16 18:33,OUT
21997,04-01-16,04-01-16 18:13,OUT
31081,04-01-16,04-01-16 17:12,OUT
17790,04-01-16,04-01-16 17:14,OUT
22971,04-01-16,04-01-16 17:21,OUT
18358,04-01-16,04-01-16 17:26,OUT
25475,04-01-16,04-01-16 17:26,OUT
32484,04-01-16,04-01-16 17:27,OUT
31753,04-01-16,04-01-16 17:45,OUT
25370,04-01-16,04-01-16 17:49,OUT
25489,04-01-16,04-01-16 17:52,OUT
21392,04-01-16,04-01-16 8:01,IN
30184,04-01-16,04-01-16 8:05,IN
21392,04-01-16,04-01-16 16:14,OUT
30184,04-01-16,04-01-16 16:19,OUT
28332,04-01-16,04-01-16 7:51,IN
29878,04-01-16,04-01-16 7:53,IN
21272,04-01-16,04-01-16 7:57,IN
29878,04-01-16,04-01-16 16:30,OUT
32374,04-01-16,04-01-16 16:30,OUT
24960,04-01-16,04-01-16 8:01,IN
31082,04-01-16,04-01-16 8:08,IN
29379,04-01-16,04-01-16 16:33,OUT
21272,04-01-16,04-01-16 16:33,OUT
29382,04-01-16,04-01-16 8:11,IN
27179,04-01-16,04-01-16 8:23,IN
21339,04-01-16,04-01-16 8:25,IN
21273,04-01-16,04-01-16 8:30,IN
29382,04-01-16,04-01-16 16:40,OUT
18568,04-01-16,04-01-16 16:59,OUT
28300,04-01-16,04-01-16 17:00,OUT
24371,04-01-16,04-01-16 18:08,OUT
21065,04-01-16,04-01-16 18:08,OUT
24957,04-01-16,04-01-16 8:08,IN
26847,04-01-16,04-01-16 10:17,IN
29381,04-01-16,04-01-16 8:17,IN
24323,04-01-16,04-01-16 11:39,IN
32368,04-01-16,04-01-16 8:38,IN
16513,04-01-16,04-01-16 8:49,IN
21805,04-01-16,04-01-16 8:56,IN
24371,04-01-16,04-01-16 9:05,IN
22994,04-01-16,04-01-16 8:10,IN
21810,04-01-16,04-01-16 13:56,IN
30346,04-01-16,04-01-16 16:19,OUT
25388,04-01-16,04-01-16 16:31,OUT
31292,04-01-16,04-01-16 17:00,OUT
26469,04-01-16,04-01-16 17:23,OUT
26848,04-01-16,04-01-16 9:27,IN
13739,04-01-16,04-01-16 9:27,IN
21812,04-01-16,04-01-16 10:04,IN
28253,04-01-16,04-01-16 17:29,OUT
29383,04-01-16,04-01-16 17:31,OUT
21658,04-01-16,04-01-16 17:34,OUT
24957,04-01-16,04-01-16 17:28,OUT
24323,04-01-16,04-01-16 17:49,OUT
32368,04-01-16,04-01-16 17:52,OUT
21594,04-01-16,04-01-16 10:26,IN
21805,04-01-16,04-01-16 17:37,OUT
13530,04-01-16,04-01-16 8:45,IN
28134,04-01-16,04-01-16 18:19,OUT
29379,04-01-16,04-01-16 8:09,IN
22976,04-01-16,04-01-16 8:14,IN
27042,04-01-16,04-01-16 8:17,IN
30327,04-01-16,04-01-16 8:56,IN
17790,04-01-16,04-01-16 9:01,IN
15451,04-01-16,04-01-16 8:14,IN
26973,04-01-16,04-01-16 8:17,IN
32484,04-01-16,04-01-16 8:36,IN
25491,04-01-16,04-01-16 8:40,IN
29624,04-01-16,04-01-16 9:19,IN
20737,04-01-16,04-01-16 9:20,IN
18358,04-01-16,04-01-16 8:54,IN
28315,04-01-16,04-01-16 10:23,IN
29922,04-01-16,04-01-16 9:05,IN
30814,04-01-16,04-01-16 9:06,IN
25489,04-01-16,04-01-16 9:08,IN
29652,04-01-16,04-01-16 10:26,IN
20965,04-01-16,04-01-16 10:35,IN
26264,04-01-16,04-01-16 9:14,IN
31753,04-01-16,04-01-16 9:19,IN
19267,04-01-16,04-01-16 10:00,IN
26971,04-01-16,04-01-16 10:02,IN
33588,04-01-16,04-01-16 9:23,IN
28281,04-01-16,04-01-16 9:24,IN
28279,04-01-16,04-01-16 9:26,IN
21338,04-01-16,04-01-16 9:27,IN
26860,04-01-16,04-01-16 9:27,IN
24960,04-01-16,04-01-16 16:14,OUT
14553,04-01-16,04-01-16 10:20,IN
15137,04-01-16,04-01-16 17:58,OUT
19769,04-01-16,04-01-16 17:58,OUT
21341,04-01-16,04-01-16 9:34,IN
31082,04-01-16,04-01-16 16:18,OUT
26971,04-01-16,04-01-16 18:09,OUT
17443,04-01-16,04-01-16 16:30,OUT
25654,04-01-16,04-01-16 8:01,IN
21566,04-01-16,04-01-16 17:00,OUT
16939,04-01-16,04-01-16 8:14,IN
11875,04-01-16,04-01-16 8:17,IN
21566,04-01-16,04-01-16 8:29,IN
28906,04-01-16,04-01-16 8:29,IN
14171,04-01-16,04-01-16 18:16,OUT
11847,04-01-16,04-01-16 18:28,OUT
25743,04-01-16,04-01-16 16:52,OUT
27063,04-01-16,04-01-16 17:58,OUT
24130,04-01-16,04-01-16 18:18,OUT
26834,04-01-16,04-01-16 18:27,OUT
21580,04-01-16,04-01-16 18:42,OUT
26090,04-01-16,04-01-16 18:51,OUT
21893,04-01-16,04-01-16 18:55,OUT
18774,04-01-16,04-01-16 17:56,OUT
19245,04-01-16,04-01-16 19:24,OUT
21893,04-01-16,04-01-16 9:39,IN
27063,04-01-16,04-01-16 9:53,IN
14541,04-01-16,04-01-16 18:05,OUT
24249,04-01-16,04-01-16 9:45,IN
25743,04-01-16,04-01-16 8:31,IN
15682,04-01-16,04-01-16 16:49,OUT
