EMP_NO,SWIPE_DATE,TIME_OF_SWIPE,IN_OUT_STATUS
30814,07-01-16,07-01-16 17:22,OUT
29168,07-01-16,07-01-16 18:26,OUT
29878,07-01-16,07-01-16 7:55,IN
27041,07-01-16,07-01-16 7:59,IN
25390,07-01-16,07-01-16 17:25,OUT
22971,07-01-16,07-01-16 17:26,OUT
19769,07-01-16,07-01-16 17:29,OUT
26973,07-01-16,07-01-16 8:03,IN
32374,07-01-16,07-01-16 8:06,IN
29379,07-01-16,07-01-16 8:08,IN
31082,07-01-16,07-01-16 8:09,IN
27042,07-01-16,07-01-16 8:11,IN
15451,07-01-16,07-01-16 8:13,IN
17337,07-01-16,07-01-16 11:55,IN
31753,07-01-16,07-01-16 12:50,OUT
25489,07-01-16,07-01-16 18:41,OUT
27179,07-01-16,07-01-16 8:19,IN
23438,07-01-16,07-01-16 17:46,OUT
10315,07-01-16,07-01-16 18:01,OUT
29451,07-01-16,07-01-16 8:38,IN
18358,07-01-16,07-01-16 8:47,IN
31753,07-01-16,07-01-16 8:50,IN
24960,07-01-16,07-01-16 16:14,OUT
31082,07-01-16,07-01-16 16:15,OUT
26107,07-01-16,07-01-16 18:02,OUT
30814,07-01-16,07-01-16 9:02,IN
19267,07-01-16,07-01-16 9:57,IN
28108,07-01-16,07-01-16 10:10,IN
28315,07-01-16,07-01-16 10:02,IN
25489,07-01-16,07-01-16 10:05,IN
29652,07-01-16,07-01-16 10:06,IN
14553,07-01-16,07-01-16 18:09,OUT
23435,07-01-16,07-01-16 10:13,IN
28107,07-01-16,07-01-16 10:19,IN
31366,07-01-16,07-01-16 12:50,OUT
21338,07-01-16,07-01-16 13:56,OUT
21903,07-01-16,07-01-16 18:33,OUT
28332,07-01-16,07-01-16 7:50,IN
21272,07-01-16,07-01-16 7:55,IN
30184,07-01-16,07-01-16 16:20,OUT
29924,07-01-16,07-01-16 8:02,IN
26973,07-01-16,07-01-16 16:29,OUT
21065,07-01-16,07-01-16 9:35,IN
28134,07-01-16,07-01-16 8:33,IN
14079,07-01-16,07-01-16 8:38,IN
24371,07-01-16,07-01-16 8:45,IN
24661,07-01-16,07-01-16 9:56,IN
24957,07-01-16,07-01-16 8:50,IN
25610,07-01-16,07-01-16 8:54,IN
21812,07-01-16,07-01-16 10:00,IN
25388,07-01-16,07-01-16 16:35,OUT
16265,07-01-16,07-01-16 9:06,IN
28134,07-01-16,07-01-16 16:48,OUT
21658,07-01-16,07-01-16 9:20,IN
21492,07-01-16,07-01-16 10:14,IN
21658,07-01-16,07-01-16 17:30,OUT
21660,07-01-16,07-01-16 11:10,IN
21660,07-01-16,07-01-16 17:33,OUT
31292,07-01-16,07-01-16 17:34,OUT
28253,07-01-16,07-01-16 17:35,OUT
30346,07-01-16,07-01-16 17:41,OUT
33075,07-01-16,07-01-16 9:37,IN
24661,07-01-16,07-01-16 17:49,OUT
16265,07-01-16,07-01-16 17:50,OUT
25369,07-01-16,07-01-16 16:20,OUT
32368,07-01-16,07-01-16 7:56,IN
12734,07-01-16,07-01-16 8:10,IN
12511,07-01-16,07-01-16 17:14,OUT
30346,07-01-16,07-01-16 8:23,IN
13739,07-01-16,07-01-16 8:25,IN
16513,07-01-16,07-01-16 8:53,IN
21805,07-01-16,07-01-16 8:58,IN
24323,07-01-16,07-01-16 9:06,IN
30322,07-01-16,07-01-16 9:22,IN
28253,07-01-16,07-01-16 9:29,IN
29383,07-01-16,07-01-16 9:35,IN
29381,07-01-16,07-01-16 16:30,OUT
30183,07-01-16,07-01-16 16:30,OUT
30057,07-01-16,07-01-16 17:22,OUT
16513,07-01-16,07-01-16 17:22,OUT
13739,07-01-16,07-01-16 17:33,OUT
21065,07-01-16,07-01-16 17:41,OUT
12511,07-01-16,07-01-16 9:49,IN
29383,07-01-16,07-01-16 17:48,OUT
24957,07-01-16,07-01-16 17:51,OUT
19604,07-01-16,07-01-16 10:00,IN
24344,07-01-16,07-01-16 10:03,IN
21812,07-01-16,07-01-16 18:06,OUT
24323,07-01-16,07-01-16 18:07,OUT
16954,07-01-16,07-01-16 10:16,IN
21835,07-01-16,07-01-16 9:52,IN
31370,07-01-16,07-01-16 16:30,OUT
17955,07-01-16,07-01-16 9:58,IN
26847,07-01-16,07-01-16 10:00,IN
24371,07-01-16,07-01-16 17:41,OUT
26847,07-01-16,07-01-16 18:06,OUT
24662,07-01-16,07-01-16 10:15,IN
21805,07-01-16,07-01-16 17:49,OUT
21810,07-01-16,07-01-16 18:04,OUT
15205,07-01-16,07-01-16 16:20,OUT
33581,07-01-16,07-01-16 16:30,OUT
31006,07-01-16,07-01-16 16:30,OUT
27118,07-01-16,07-01-16 13:30,OUT
31878,07-01-16,07-01-16 9:35,IN
26264,07-01-16,07-01-16 9:40,IN
22976,07-01-16,07-01-16 8:30,IN
29171,07-01-16,07-01-16 9:49,IN
26841,07-01-16,07-01-16 9:49,IN
26966,07-01-16,07-01-16 17:24,OUT
31856,07-01-16,07-01-16 9:29,IN
31289,07-01-16,07-01-16 10:08,IN
28285,07-01-16,07-01-16 10:12,IN
29990,07-01-16,07-01-16 16:25,OUT
26841,07-01-16,07-01-16 17:38,OUT
28278,07-01-16,07-01-16 8:38,IN
11847,07-01-16,07-01-16 11:01,IN
25654,07-01-16,07-01-16 14:11,OUT
25761,07-01-16,07-01-16 15:10,OUT
14144,07-01-16,07-01-16 15:29,OUT
18128,07-01-16,07-01-16 16:31,OUT
21546,07-01-16,07-01-16 16:31,OUT
16829,07-01-16,07-01-16 16:31,OUT
26496,07-01-16,07-01-16 16:34,OUT
28906,07-01-16,07-01-16 16:34,OUT
11875,07-01-16,07-01-16 17:13,OUT
13214,07-01-16,07-01-16 16:31,OUT
23586,07-01-16,07-01-16 16:31,OUT
25654,07-01-16,07-01-16 17:13,OUT
27903,07-01-16,07-01-16 18:35,OUT
13214,07-01-16,07-01-16 7:34,IN
16829,07-01-16,07-01-16 7:56,IN
25654,07-01-16,07-01-16 8:02,IN
18128,07-01-16,07-01-16 8:06,IN
28906,07-01-16,07-01-16 8:08,IN
21546,07-01-16,07-01-16 8:08,IN
26496,07-01-16,07-01-16 8:09,IN
11875,07-01-16,07-01-16 8:14,IN
31232,07-01-16,07-01-16 8:14,IN
21566,07-01-16,07-01-16 8:58,IN
27903,07-01-16,07-01-16 9:35,IN
24130,07-01-16,07-01-16 18:45,OUT
19245,07-01-16,07-01-16 18:57,OUT
18774,07-01-16,07-01-16 18:00,OUT
14541,07-01-16,07-01-16 18:00,OUT
27063,07-01-16,07-01-16 18:01,OUT
21893,07-01-16,07-01-16 18:23,OUT
26834,07-01-16,07-01-16 18:23,OUT
26090,07-01-16,07-01-16 19:09,OUT
24249,07-01-16,07-01-16 9:42,IN
18774,07-01-16,07-01-16 9:43,IN
28440,07-01-16,07-01-16 9:43,IN
27063,07-01-16,07-01-16 9:46,IN
30867,07-01-16,07-01-16 9:56,IN
25743,07-01-16,07-01-16 8:30,IN
15682,07-01-16,07-01-16 8:30,IN
24130,07-01-16,07-01-16 9:22,IN
21893,07-01-16,07-01-16 9:37,IN
21580,07-01-16,07-01-16 9:37,IN
14541,07-01-16,07-01-16 9:46,IN
30867,07-01-16,07-01-16 9:56,IN
26090,07-01-16,07-01-16 9:03,IN
20686,07-01-16,07-01-16 9:16,IN
25743,07-01-16,07-01-16 16:51,OUT
30867,07-01-16,07-01-16 18:06,OUT
24249,07-01-16,07-01-16 18:39,OUT
15682,07-01-16,07-01-16 16:44,OUT
28374,07-01-16,07-01-16 8:30,IN
30183,07-01-16,07-01-16 7:50,IN
15205,07-01-16,07-01-16 8:14,IN
24682,07-01-16,07-01-16 8:14,IN
18516,07-01-16,07-01-16 18:40,OUT
18516,07-01-16,07-01-16 18:41,OUT
29647,07-01-16,07-01-16 16:27,OUT
20982,07-01-16,07-01-16 16:30,OUT
28761,07-01-16,07-01-16 9:46,IN
29643,07-01-16,07-01-16 10:13,IN
26909,07-01-16,07-01-16 18:39,OUT
29647,07-01-16,07-01-16 8:12,IN
29647,07-01-16,07-01-16 8:12,IN
27452,07-01-16,07-01-16 9:37,IN
21998,07-01-16,07-01-16 18:16,OUT
18573,07-01-16,07-01-16 9:52,IN
15206,07-01-16,07-01-16 9:56,IN
15206,07-01-16,07-01-16 9:57,IN
16716,07-01-16,07-01-16 10:03,IN
16716,07-01-16,07-01-16 18:32,OUT
21666,07-01-16,07-01-16 11:59,OUT
15206,07-01-16,07-01-16 18:53,OUT
15206,07-01-16,07-01-16 18:54,OUT
21911,07-01-16,07-01-16 18:24,OUT
17870,07-01-16,07-01-16 18:33,OUT
31139,07-01-16,07-01-16 8:58,IN
26103,07-01-16,07-01-16 17:52,OUT
31671,07-01-16,07-01-16 17:51,OUT
30052,07-01-16,07-01-16 17:58,OUT
28319,07-01-16,07-01-16 9:11,IN
29103,07-01-16,07-01-16 8:50,IN
21907,07-01-16,07-01-16 18:03,OUT
21110,07-01-16,07-01-16 18:05,OUT
29627,07-01-16,07-01-16 9:48,IN
31671,07-01-16,07-01-16 9:38,IN
24630,07-01-16,07-01-16 17:04,OUT
32363,07-01-16,07-01-16 9:57,IN
31139,07-01-16,07-01-16 17:22,OUT
28128,07-01-16,07-01-16 10:07,IN
33072,07-01-16,07-01-16 10:17,IN
28784,07-01-16,07-01-16 10:21,IN
31369,07-01-16,07-01-16 16:37,OUT
29104,07-01-16,07-01-16 17:33,OUT
30156,07-01-16,07-01-16 17:34,OUT
23440,07-01-16,07-01-16 8:18,IN
21911,07-01-16,07-01-16 9:43,IN
29104,07-01-16,07-01-16 9:06,IN
25492,07-01-16,07-01-16 9:13,IN
14272,07-01-16,07-01-16 9:45,IN
29996,07-01-16,07-01-16 9:26,IN
33070,07-01-16,07-01-16 9:37,IN
26966,07-01-16,07-01-16 9:06,IN
24956,07-01-16,07-01-16 9:06,IN
20884,07-01-16,07-01-16 10:11,IN
30156,07-01-16,07-01-16 9:10,IN
26103,07-01-16,07-01-16 9:27,IN
30053,07-01-16,07-01-16 9:30,IN
28784,07-01-16,07-01-16 18:22,OUT
29171,07-01-16,07-01-16 18:22,OUT
20884,07-01-16,07-01-16 18:32,OUT
29627,07-01-16,07-01-16 18:06,OUT
21334,07-01-16,07-01-16 16:26,OUT
25492,07-01-16,07-01-16 18:10,OUT
30052,07-01-16,07-01-16 9:41,IN
28278,07-01-16,07-01-16 16:39,OUT
21110,07-01-16,07-01-16 9:45,IN
23440,07-01-16,07-01-16 17:11,OUT
32363,07-01-16,07-01-16 18:16,OUT
30697,07-01-16,07-01-16 10:22,IN
19113,07-01-16,07-01-16 8:19,IN
23333,07-01-16,07-01-16 8:32,IN
18030,07-01-16,07-01-16 9:32,IN
23405,07-01-16,07-01-16 9:37,IN
13196,07-01-16,07-01-16 9:03,IN
24057,07-01-16,07-01-16 9:12,IN
29989,07-01-16,07-01-16 9:14,IN
15202,07-01-16,07-01-16 9:14,IN
17133,07-01-16,07-01-16 9:24,IN
21306,07-01-16,07-01-16 7:46,IN
15454,07-01-16,07-01-16 7:53,IN
32279,07-01-16,07-01-16 7:56,IN
27227,07-01-16,07-01-16 7:59,IN
24271,07-01-16,07-01-16 7:59,IN
15945,07-01-16,07-01-16 8:01,IN
15344,07-01-16,07-01-16 8:02,IN
19348,07-01-16,07-01-16 8:05,IN
24229,07-01-16,07-01-16 8:06,IN
25172,07-01-16,07-01-16 9:45,IN
26933,07-01-16,07-01-16 9:46,IN
26688,07-01-16,07-01-16 8:07,IN
33722,07-01-16,07-01-16 8:11,IN
19559,07-01-16,07-01-16 8:14,IN
25749,07-01-16,07-01-16 8:15,IN
24680,07-01-16,07-01-16 8:18,IN
23840,07-01-16,07-01-16 8:19,IN
18333,07-01-16,07-01-16 8:19,IN
16622,07-01-16,07-01-16 8:19,IN
18033,07-01-16,07-01-16 9:48,IN
11093,07-01-16,07-01-16 8:51,IN
29742,07-01-16,07-01-16 8:33,IN
25725,07-01-16,07-01-16 8:38,IN
21855,07-01-16,07-01-16 7:53,IN
31807,07-01-16,07-01-16 7:54,IN
32717,07-01-16,07-01-16 8:00,IN
24670,07-01-16,07-01-16 8:02,IN
16638,07-01-16,07-01-16 9:10,IN
21202,07-01-16,07-01-16 8:13,IN
18332,07-01-16,07-01-16 8:13,IN
14034,07-01-16,07-01-16 9:10,IN
15534,07-01-16,07-01-16 9:19,IN
25669,07-01-16,07-01-16 8:19,IN
25721,07-01-16,07-01-16 8:19,IN
18516,07-01-16,07-01-16 9:00,IN
29643,07-01-16,07-01-16 18:06,OUT
21998,07-01-16,07-01-16 18:16,OUT
18573,07-01-16,07-01-16 16:28,OUT
25476,07-01-16,07-01-16 16:41,OUT
25476,07-01-16,07-01-16 16:45,OUT
29141,07-01-16,07-01-16 16:59,OUT
20982,07-01-16,07-01-16 7:39,IN
17135,07-01-16,07-01-16 17:12,OUT
28338,07-01-16,07-01-16 8:24,IN
25476,07-01-16,07-01-16 8:35,IN
25476,07-01-16,07-01-16 8:36,IN
18516,07-01-16,07-01-16 8:59,IN
14324,07-01-16,07-01-16 17:59,OUT
29700,07-01-16,07-01-16 8:18,IN
21998,07-01-16,07-01-16 11:48,IN
30439,07-01-16,07-01-16 18:18,OUT
23003,07-01-16,07-01-16 8:38,IN
29141,07-01-16,07-01-16 8:40,IN
17135,07-01-16,07-01-16 8:59,IN
11093,07-01-16,07-01-16 17:26,OUT
21809,07-01-16,07-01-16 15:00,OUT
25465,07-01-16,07-01-16 18:52,OUT
13160,07-01-16,07-01-16 17:16,OUT
13196,07-01-16,07-01-16 17:16,OUT
23322,07-01-16,07-01-16 17:48,OUT
30293,07-01-16,07-01-16 17:54,OUT
18030,07-01-16,07-01-16 17:41,OUT
25172,07-01-16,07-01-16 17:41,OUT
25835,07-01-16,07-01-16 17:41,OUT
16191,07-01-16,07-01-16 18:17,OUT
27311,07-01-16,07-01-16 18:17,OUT
30293,07-01-16,07-01-16 9:59,IN
25669,07-01-16,07-01-16 16:13,OUT
32930,07-01-16,07-01-16 16:13,OUT
26688,07-01-16,07-01-16 16:20,OUT
23333,07-01-16,07-01-16 16:32,OUT
23840,07-01-16,07-01-16 16:12,OUT
18333,07-01-16,07-01-16 16:12,OUT
27227,07-01-16,07-01-16 16:13,OUT
18332,07-01-16,07-01-16 16:15,OUT
27478,07-01-16,07-01-16 10:04,IN
17981,07-01-16,07-01-16 10:06,IN
23672,07-01-16,07-01-16 16:35,OUT
23211,07-01-16,07-01-16 16:20,OUT
19559,07-01-16,07-01-16 16:20,OUT
31807,07-01-16,07-01-16 16:20,OUT
16622,07-01-16,07-01-16 16:22,OUT
20712,07-01-16,07-01-16 16:25,OUT
24694,07-01-16,07-01-16 16:25,OUT
25936,07-01-16,07-01-16 10:13,IN
25832,07-01-16,07-01-16 16:27,OUT
29742,07-01-16,07-01-16 16:31,OUT
16428,07-01-16,07-01-16 16:38,OUT
18091,07-01-16,07-01-16 16:39,OUT
23405,07-01-16,07-01-16 17:48,OUT
14034,07-01-16,07-01-16 17:07,OUT
24057,07-01-16,07-01-16 17:14,OUT
26933,07-01-16,07-01-16 18:04,OUT
14034,07-01-16,07-01-16 9:10,IN
16428,07-01-16,07-01-16 8:31,IN
18091,07-01-16,07-01-16 8:32,IN
24688,07-01-16,07-01-16 7:50,IN
32930,07-01-16,07-01-16 7:54,IN
27312,07-01-16,07-01-16 8:05,IN
25832,07-01-16,07-01-16 8:09,IN
24694,07-01-16,07-01-16 8:14,IN
23211,07-01-16,07-01-16 8:18,IN
23346,07-01-16,07-01-16 8:19,IN
23672,07-01-16,07-01-16 8:21,IN
21809,07-01-16,07-01-16 8:25,IN
23346,07-01-16,07-01-16 16:12,OUT
21202,07-01-16,07-01-16 16:12,OUT
32717,07-01-16,07-01-16 16:19,OUT
24688,07-01-16,07-01-16 16:20,OUT
23211,07-01-16,07-01-16 16:20,OUT
32279,07-01-16,07-01-16 16:22,OUT
27312,07-01-16,07-01-16 16:23,OUT
25739,07-01-16,07-01-16 16:23,OUT
19113,07-01-16,07-01-16 16:26,OUT
22920,07-01-16,07-01-16 10:01,IN
14660,07-01-16,07-01-16 10:04,OUT
25673,07-01-16,07-01-16 16:45,OUT
15945,07-01-16,07-01-16 16:12,OUT
17443,08-01-16,08-01-16 7:54,IN
29924,08-01-16,08-01-16 7:54,IN
29878,08-01-16,08-01-16 7:58,IN
21338,08-01-16,08-01-16 9:47,IN
21392,08-01-16,08-01-16 8:04,IN
24960,08-01-16,08-01-16 8:05,IN
31082,08-01-16,08-01-16 8:05,IN
29382,08-01-16,08-01-16 8:13,IN
32374,08-01-16,08-01-16 8:35,IN
26107,08-01-16,08-01-16 9:53,IN
31298,08-01-16,08-01-16 9:53,IN
32484,08-01-16,08-01-16 8:38,IN
18358,08-01-16,08-01-16 8:44,IN
25491,08-01-16,08-01-16 8:53,IN
17790,08-01-16,08-01-16 8:59,IN
25370,08-01-16,08-01-16 9:00,IN
31081,08-01-16,08-01-16 9:01,IN
25390,08-01-16,08-01-16 9:09,IN
17790,08-01-16,08-01-16 17:17,OUT
22971,08-01-16,08-01-16 17:27,OUT
21338,08-01-16,08-01-16 16:06,IN
30483,08-01-16,08-01-16 17:36,OUT
21339,08-01-16,08-01-16 16:29,OUT
31753,08-01-16,08-01-16 17:43,OUT
27042,08-01-16,08-01-16 17:49,OUT
25370,08-01-16,08-01-16 17:51,OUT
29382,08-01-16,08-01-16 16:36,OUT
10315,08-01-16,08-01-16 18:00,OUT
16965,08-01-16,08-01-16 18:05,OUT
26971,08-01-16,08-01-16 18:10,OUT
14553,08-01-16,08-01-16 18:13,OUT
14553,08-01-16,08-01-16 10:32,IN
29924,08-01-16,08-01-16 17:04,OUT
27179,08-01-16,08-01-16 17:05,OUT
33588,08-01-16,08-01-16 17:45,OUT
32374,08-01-16,08-01-16 18:21,OUT
21273,08-01-16,08-01-16 10:55,IN
25390,08-01-16,08-01-16 11:48,IN
21903,08-01-16,08-01-16 18:56,OUT
23092,08-01-16,08-01-16 16:16,OUT
24960,08-01-16,08-01-16 16:17,OUT
21392,08-01-16,08-01-16 16:18,OUT
27041,08-01-16,08-01-16 16:21,OUT
30184,08-01-16,08-01-16 16:22,OUT
17443,08-01-16,08-01-16 16:26,OUT
29379,08-01-16,08-01-16 16:31,OUT
29878,08-01-16,08-01-16 16:31,OUT
29451,08-01-16,08-01-16 16:54,OUT
30327,08-01-16,08-01-16 17:15,OUT
20750,08-01-16,08-01-16 17:22,OUT
28315,08-01-16,08-01-16 18:18,OUT
18358,08-01-16,08-01-16 17:26,OUT
25827,08-01-16,08-01-16 17:32,OUT
26264,08-01-16,08-01-16 17:36,OUT
32735,08-01-16,08-01-16 17:41,OUT
25390,08-01-16,08-01-16 17:54,OUT
33588,08-01-16,08-01-16 9:20,IN
16965,08-01-16,08-01-16 9:35,IN
28279,08-01-16,08-01-16 9:36,IN
29168,08-01-16,08-01-16 9:36,IN
20737,08-01-16,08-01-16 9:42,IN
28332,08-01-16,08-01-16 7:47,IN
26973,08-01-16,08-01-16 7:54,IN
27041,08-01-16,08-01-16 8:02,IN
30184,08-01-16,08-01-16 8:05,IN
29379,08-01-16,08-01-16 8:09,IN
21272,08-01-16,08-01-16 8:11,IN
27042,08-01-16,08-01-16 8:14,IN
27179,08-01-16,08-01-16 8:15,IN
15451,08-01-16,08-01-16 8:10,IN
21339,08-01-16,08-01-16 8:41,IN
22976,08-01-16,08-01-16 8:33,IN
30483,08-01-16,08-01-16 8:52,IN
17337,08-01-16,08-01-16 8:56,IN
30814,08-01-16,08-01-16 9:06,IN
14837,08-01-16,08-01-16 8:52,IN
30327,08-01-16,08-01-16 8:56,IN
29451,08-01-16,08-01-16 9:14,IN
28300,08-01-16,08-01-16 9:26,IN
29624,08-01-16,08-01-16 9:18,IN
26264,08-01-16,08-01-16 9:20,IN
30813,08-01-16,08-01-16 9:44,IN
29383,08-01-16,08-01-16 9:19,IN
13739,08-01-16,08-01-16 9:21,IN
21658,08-01-16,08-01-16 9:25,IN
21065,08-01-16,08-01-16 9:32,IN
13739,08-01-16,08-01-16 17:15,OUT
16513,08-01-16,08-01-16 17:22,OUT
27118,08-01-16,08-01-16 9:42,IN
21812,08-01-16,08-01-16 10:05,IN
17955,08-01-16,08-01-16 10:11,IN
24323,08-01-16,08-01-16 17:51,OUT
21835,08-01-16,08-01-16 9:47,IN
25369,08-01-16,08-01-16 16:21,OUT
21065,08-01-16,08-01-16 17:54,OUT
21492,08-01-16,08-01-16 17:54,OUT
21812,08-01-16,08-01-16 18:02,OUT
26847,08-01-16,08-01-16 9:54,IN
31006,08-01-16,08-01-16 16:24,OUT
21810,08-01-16,08-01-16 10:05,IN
24344,08-01-16,08-01-16 10:19,IN
24662,08-01-16,08-01-16 10:38,IN
15205,08-01-16,08-01-16 12:13,OUT
21660,08-01-16,08-01-16 14:11,IN
29381,08-01-16,08-01-16 16:21,OUT
30183,08-01-16,08-01-16 16:32,OUT
25388,08-01-16,08-01-16 16:35,OUT
26469,08-01-16,08-01-16 17:20,OUT
24323,08-01-16,08-01-16 9:16,IN
28253,08-01-16,08-01-16 17:33,OUT
32368,08-01-16,08-01-16 17:33,OUT
29383,08-01-16,08-01-16 17:34,OUT
30322,08-01-16,08-01-16 17:37,OUT
16513,08-01-16,08-01-16 8:52,IN
30057,08-01-16,08-01-16 8:52,IN
16265,08-01-16,08-01-16 8:53,IN
25610,08-01-16,08-01-16 8:56,IN
24371,08-01-16,08-01-16 9:04,IN
21805,08-01-16,08-01-16 9:04,IN
21805,08-01-16,08-01-16 9:04,IN
16077,08-01-16,08-01-16 9:10,IN
24596,08-01-16,08-01-16 8:05,IN
22994,08-01-16,08-01-16 8:08,IN
12734,08-01-16,08-01-16 8:08,IN
15205,08-01-16,08-01-16 8:08,IN
24682,08-01-16,08-01-16 8:12,IN
31006,08-01-16,08-01-16 8:14,IN
30346,08-01-16,08-01-16 8:22,IN
24957,08-01-16,08-01-16 8:28,IN
28374,08-01-16,08-01-16 8:42,IN
28134,08-01-16,08-01-16 8:42,IN
31878,08-01-16,08-01-16 9:39,IN
16368,08-01-16,08-01-16 17:39,OUT
26971,08-01-16,08-01-16 9:58,IN
29652,08-01-16,08-01-16 10:02,IN
25489,08-01-16,08-01-16 10:04,IN
31366,08-01-16,08-01-16 10:06,IN
23435,08-01-16,08-01-16 10:08,IN
28315,08-01-16,08-01-16 10:11,IN
28107,08-01-16,08-01-16 10:32,IN
17724,08-01-16,08-01-16 10:14,IN
21272,08-01-16,08-01-16 16:30,OUT
18568,08-01-16,08-01-16 16:59,OUT
25491,08-01-16,08-01-16 16:59,OUT
20965,08-01-16,08-01-16 12:06,IN
14837,08-01-16,08-01-16 17:15,OUT
26103,08-01-16,08-01-16 16:09,OUT
30823,08-01-16,08-01-16 16:26,OUT
21334,08-01-16,08-01-16 16:30,OUT
16829,08-01-16,08-01-16 8:05,IN
18128,08-01-16,08-01-16 8:07,IN
28906,08-01-16,08-01-16 8:08,IN
26496,08-01-16,08-01-16 8:09,IN
31232,08-01-16,08-01-16 8:10,IN
21546,08-01-16,08-01-16 14:05,OUT
21546,08-01-16,08-01-16 8:00,IN
18128,08-01-16,08-01-16 16:31,OUT
13214,08-01-16,08-01-16 16:31,OUT
11875,08-01-16,08-01-16 16:32,OUT
11847,08-01-16,08-01-16 10:06,IN
28646,08-01-16,08-01-16 14:05,OUT
28939,08-01-16,08-01-16 18:27,OUT
26496,08-01-16,08-01-16 15:45,OUT
28906,08-01-16,08-01-16 15:45,OUT
16829,08-01-16,08-01-16 16:31,OUT
25654,08-01-16,08-01-16 8:03,IN
28939,08-01-16,08-01-16 8:14,IN
11875,08-01-16,08-01-16 8:14,IN
23586,08-01-16,08-01-16 16:31,OUT
25654,08-01-16,08-01-16 16:31,OUT
11847,08-01-16,08-01-16 18:27,OUT
13214,08-01-16,08-01-16 7:43,IN
23287,08-01-16,08-01-16 10:15,IN
26834,08-01-16,08-01-16 10:16,IN
21893,08-01-16,08-01-16 17:27,IN
17193,08-01-16,08-01-16 18:58,OUT
14541,08-01-16,08-01-16 18:00,OUT
26834,08-01-16,08-01-16 18:33,OUT
21580,08-01-16,08-01-16 18:45,OUT
24130,08-01-16,08-01-16 18:55,OUT
19245,08-01-16,08-01-16 19:27,OUT
18774,08-01-16,08-01-16 17:27,OUT
28440,08-01-16,08-01-16 9:46,IN
14541,08-01-16,08-01-16 9:49,IN
18732,08-01-16,08-01-16 9:57,IN
21893,08-01-16,08-01-16 17:33,IN
30867,08-01-16,08-01-16 18:03,OUT
24249,08-01-16,08-01-16 9:40,IN
18774,08-01-16,08-01-16 9:14,IN
24130,08-01-16,08-01-16 9:16,IN
19439,08-01-16,08-01-16 9:31,IN
25743,08-01-16,08-01-16 8:28,IN
15682,08-01-16,08-01-16 8:28,IN
18774,08-01-16,08-01-16 9:00,IN
30867,08-01-16,08-01-16 9:50,IN
15682,08-01-16,08-01-16 16:36,OUT
25743,08-01-16,08-01-16 16:51,OUT
21805,08-01-16,08-01-16 17:40,OUT
24957,08-01-16,08-01-16 17:46,OUT
30346,08-01-16,08-01-16 16:32,OUT
28253,08-01-16,08-01-16 9:36,IN
24371,08-01-16,08-01-16 17:54,OUT
21660,08-01-16,08-01-16 17:26,OUT
16265,08-01-16,08-01-16 17:28,OUT
33075,08-01-16,08-01-16 9:42,IN
26847,08-01-16,08-01-16 18:02,OUT
21810,08-01-16,08-01-16 18:09,OUT
21492,08-01-16,08-01-16 10:06,IN
31370,08-01-16,08-01-16 16:13,OUT
12734,08-01-16,08-01-16 16:16,OUT
23003,08-01-16,08-01-16 8:00,IN
29141,08-01-16,08-01-16 8:33,IN
18516,08-01-16,08-01-16 8:58,IN
18516,08-01-16,08-01-16 8:59,IN
17135,08-01-16,08-01-16 9:09,IN
20982,08-01-16,08-01-16 7:43,IN
25476,08-01-16,08-01-16 7:50,IN
29647,08-01-16,08-01-16 8:17,IN
29700,08-01-16,08-01-16 8:18,IN
28338,08-01-16,08-01-16 8:22,IN
29141,08-01-16,08-01-16 8:32,IN
16716,08-01-16,08-01-16 9:34,IN
18573,08-01-16,08-01-16 9:36,IN
18573,08-01-16,08-01-16 9:37,IN
31289,08-01-16,08-01-16 9:51,IN
21110,08-01-16,08-01-16 9:54,IN
14272,08-01-16,08-01-16 9:58,IN
26966,08-01-16,08-01-16 17:57,OUT
29171,08-01-16,08-01-16 17:59,OUT
26841,08-01-16,08-01-16 9:41,IN
21110,08-01-16,08-01-16 18:04,OUT
29996,08-01-16,08-01-16 18:05,OUT
29627,08-01-16,08-01-16 9:54,IN
20884,08-01-16,08-01-16 10:06,IN
33072,08-01-16,08-01-16 10:09,IN
23440,08-01-16,08-01-16 17:13,OUT
31139,08-01-16,08-01-16 17:18,OUT
21907,08-01-16,08-01-16 17:43,OUT
29103,08-01-16,08-01-16 8:50,IN
23440,08-01-16,08-01-16 8:20,IN
31856,08-01-16,08-01-16 9:24,IN
30881,08-01-16,08-01-16 8:42,IN
25879,08-01-16,08-01-16 8:42,IN
30052,08-01-16,08-01-16 9:36,IN
31671,08-01-16,08-01-16 9:53,IN
28784,08-01-16,08-01-16 10:16,IN
25492,08-01-16,08-01-16 9:16,IN
29377,08-01-16,08-01-16 16:29,OUT
29996,08-01-16,08-01-16 9:31,IN
17870,08-01-16,08-01-16 13:06,OUT
20884,08-01-16,08-01-16 18:28,OUT
28285,08-01-16,08-01-16 18:36,OUT
30156,08-01-16,08-01-16 10:09,IN
28128,08-01-16,08-01-16 10:11,IN
31289,08-01-16,08-01-16 18:21,OUT
28285,08-01-16,08-01-16 10:34,IN
24630,08-01-16,08-01-16 8:28,IN
30053,08-01-16,08-01-16 17:34,OUT
26841,08-01-16,08-01-16 17:41,OUT
28005,08-01-16,08-01-16 17:44,OUT
